Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type	Gene name	Strand
ENSMUSG00000031509	8	11654924	11701063	protein_coding	1700016D06Rik	-1
ENSMUSG00000062527	1	173128049	173137374	protein_coding	Olfr1408	-1
ENSMUSG00000036887	4	136895917	136898803	protein_coding	C1qa	-1
ENSMUSG00000027546	2	168634438	168742409	protein_coding	Atp9a	-1
ENSMUSG00000066680	1	173149171	173150371	unprocessed_pseudogene	Olfr1407-ps1	1
ENSMUSG00000030774	7	97788541	97912381	protein_coding	Pak1	1
ENSMUSG00000058981	1	173181853	173190640	protein_coding	Olfr1406	-1
ENSMUSG00000026114	1	37214434	37263384	protein_coding	Cnga3	1
ENSMUSG00000104086	9	107241220	107243997	lincRNA	1700039M15Rik	1
ENSMUSG00000103245	3	3829284	3830057	processed_pseudogene	Gm2071	1
ENSMUSG00000112228	10	113113389	113117926	lincRNA	Gm47524	1
ENSMUSG00000096065	4	147624240	147624885	processed_pseudogene	Gm13155	-1
ENSMUSG00000117975	19	47894602	47919299	protein_coding	Itprip	-1
ENSMUSG00000084782	4	63596901	63605261	protein_coding	Gm11213	-1
ENSMUSG00000112767	10	113424184	113446080	lincRNA	Gm47532	1
ENSMUSG00000096773	7	105021370	105028460	protein_coding	Olfr675	-1
ENSMUSG00000064326	12	112644679	112649149	protein_coding	Siva1	1
ENSMUSG00000112750	10	113538023	113538491	processed_pseudogene	Gm47534	1
ENSMUSG00000032577	9	107254927	107289877	protein_coding	Mapkapk3	-1
ENSMUSG00000112087	10	113551631	113562763	lincRNA	Gm40765	-1
ENSMUSG00000084021	1	88022381	88023962	processed_pseudogene	Gm5832	1
ENSMUSG00000112438	10	113730050	113730302	processed_pseudogene	Gm40810	-1
ENSMUSG00000112885	10	88673019	88673390	processed_pseudogene	Gm29807	1
ENSMUSG00000112181	10	113731749	113732183	processed_pseudogene	Gm47538	1
ENSMUSG00000104006	10	113996647	113997250	TEC	Gm38333	1
ENSMUSG00000021222	12	83520466	83541920	protein_coding	Dcaf4	1
ENSMUSG00000025068	19	47854970	47864790	protein_coding	Gsto1	1
ENSMUSG00000114110	12	111067764	111068028	processed_pseudogene	Gm46379	-1
ENSMUSG00000059585	7	61549246	61549701	processed_pseudogene	Ube2nl	-1
ENSMUSG00000109006	7	61529871	61615327	lincRNA	B230209E15Rik	-1
ENSMUSG00000112921	10	114095727	114098357	TEC	Gm48104	1
ENSMUSG00000019907	10	108162193	108284475	protein_coding	Ppp1r12a	1
ENSMUSG00000116173	16	24158201	24168561	sense_intronic	Gm32126	-1
ENSMUSG00000083478	1	88025211	88026059	unprocessed_pseudogene	Gm15375	1
ENSMUSG00000019876	10	57631981	57741112	protein_coding	Pkib	1
ENSMUSG00000105815	5	122567524	122568104	TEC	Gm43541	-1
ENSMUSG00000104335	10	114350474	114350788	TEC	Gm38281	1
ENSMUSG00000087032	2	103177787	103186681	lincRNA	Gm13874	1
ENSMUSG00000116785	16	24369790	24370232	processed_pseudogene	Gm41434	-1
ENSMUSG00000087541	5	77094532	77102303	antisense	Hopxos	1
ENSMUSG00000115869	16	24186029	24263159	sense_intronic	Gm31814	-1
ENSMUSG00000109986	8	11678808	11682211	antisense	4930465I24Rik	1
ENSMUSG00000080793	4	83701084	83702036	processed_pseudogene	Cbx3-ps3	1
ENSMUSG00000023923	17	50733124	51179352	protein_coding	Tbc1d5	-1
ENSMUSG00000068809	2	88556935	88560815	protein_coding	Olfr1188	1
ENSMUSG00000098217	4	83597303	83597765	processed_pseudogene	Gm27046	1
ENSMUSG00000059325	5	77086988	77115121	protein_coding	Hopx	-1
ENSMUSG00000097942	4	83743677	83744157	sense_intronic	Gm26968	1
ENSMUSG00000031921	8	107069400	107096547	protein_coding	Terf2	-1
ENSMUSG00000029762	6	34354119	34368463	protein_coding	Akr1b8	1
ENSMUSG00000108356	6	72013896	72042528	lincRNA	9130221F21Rik	-1
ENSMUSG00000026971	2	60598292	60722643	protein_coding	Itgb6	-1
ENSMUSG00000118514	1	88037600	88038803	unprocessed_pseudogene	AC087801.1	1
ENSMUSG00000081073	2	88572052	88579744	processed_pseudogene	Gm13758	1
ENSMUSG00000068808	2	88586454	88592762	protein_coding	Olfr1189	1
ENSMUSG00000115852	16	24122699	24382390	transcribed_processed_pseudogene	AC169509.1	-1
ENSMUSG00000086957	2	103206209	103210357	lincRNA	Gm13869	-1
ENSMUSG00000111196	2	88605378	88605502	unprocessed_pseudogene	Gm47581	1
ENSMUSG00000037243	11	58307069	58314627	protein_coding	Zfp692	1
ENSMUSG00000075126	2	88623305	88624236	polymorphic_pseudogene	Olfr475-ps1	1
ENSMUSG00000073915	7	105032698	105037750	protein_coding	Olfr676	1
ENSMUSG00000072573	5	134676490	134680145	antisense	Gm10369	1
ENSMUSG00000115787	14	49722652	49744296	antisense	Gm36146	1
ENSMUSG00000103224	3	3939144	3939462	processed_pseudogene	Gm2077	1
ENSMUSG00000074388	3	97930173	97967018	lincRNA	Gm5544	1
ENSMUSG00000029674	5	134656039	134688598	protein_coding	Limk1	-1
ENSMUSG00000033581	16	22059009	22163299	protein_coding	Igf2bp2	-1
ENSMUSG00000073914	7	105051372	105059006	protein_coding	Olfr677	1
ENSMUSG00000109676	7	105060234	105060874	processed_pseudogene	Gm8913	1
ENSMUSG00000071769	X	37657688	37668764	protein_coding	Rhox3h	-1
ENSMUSG00000091223	3	4211718	4213044	processed_pseudogene	Gm8775	1
ENSMUSG00000044948	19	47736857	47919287	protein_coding	Cfap43	-1
ENSMUSG00000028661	4	136929419	136956816	protein_coding	Epha8	-1
ENSMUSG00000021646	13	99948530	100015639	protein_coding	Mccc2	-1
ENSMUSG00000045268	4	119169513	119174195	protein_coding	Zfp691	-1
ENSMUSG00000045391	10	63243068	63244153	bidirectional_promoter_lncRNA	1700120B22Rik	-1
ENSMUSG00000102190	3	45775424	45775894	TEC	Gm38166	-1
ENSMUSG00000078489	16	32985854	33108601	processed_transcript	Gm17106	-1
ENSMUSG00000015224	4	96568429	96591578	protein_coding	Cyp2j9	-1
ENSMUSG00000106427	3	98121588	98124650	TEC	Gm42820	1
ENSMUSG00000087347	11	58322988	58324439	processed_transcript	1700047K16Rik	1
ENSMUSG00000110774	9	35188663	35193817	antisense	Gm39318	1
ENSMUSG00000027878	3	98013527	98150361	protein_coding	Notch2	1
ENSMUSG00000049755	11	58315114	58330339	protein_coding	Zfp672	-1
ENSMUSG00000085945	7	112612560	112680081	bidirectional_promoter_lncRNA	2310014F06Rik	-1
ENSMUSG00000111985	10	82008379	82008855	processed_pseudogene	Gm8290	1
ENSMUSG00000080720	15	5092547	5093201	processed_pseudogene	Gm16077	1
ENSMUSG00000051335	13	43195245	43304172	protein_coding	Gfod1	-1
ENSMUSG00000032042	9	35200175	35247973	protein_coding	Srpr	1
ENSMUSG00000109073	7	99122070	99123459	TEC	Gm44975	-1
ENSMUSG00000112502	10	82009481	82009800	processed_pseudogene	Gm46194	-1
ENSMUSG00000104814	5	129556147	129558374	TEC	Gm42979	1
ENSMUSG00000070520	7	64867052	64872997	protein_coding	Nsmce3	-1
ENSMUSG00000112790	10	82014473	82017230	TEC	Gm33378	1
ENSMUSG00000118314	19	53248736	53265405	lincRNA	1700001K23Rik	-1
ENSMUSG00000055320	7	112679318	112906807	protein_coding	Tead1	1
ENSMUSG00000029439	5	129501221	129571384	protein_coding	Sfswap	1
ENSMUSG00000030400	7	19382010	19395694	protein_coding	Ercc2	1
ENSMUSG00000111713	11	83065752	83071246	antisense	Gm20234	-1
ENSMUSG00000030518	7	64756091	65156570	protein_coding	Fam189a1	-1
ENSMUSG00000072620	11	83065112	83070678	protein_coding	Slfn2	1
ENSMUSG00000041992	12	117516479	117759737	protein_coding	Rapgef5	1
ENSMUSG00000033149	16	45746243	45953598	protein_coding	Phldb2	-1
ENSMUSG00000112381	10	82020551	82021495	processed_pseudogene	Gm8170	1
ENSMUSG00000020349	11	52098681	52127778	protein_coding	Ppp2ca	1
ENSMUSG00000073913	7	105064475	105071639	protein_coding	Olfr678	1
ENSMUSG00000111016	11	83094220	83098070	lincRNA	Gm48462	1
ENSMUSG00000063646	5	37028335	37150607	protein_coding	Jakmip1	1
ENSMUSG00000118274	18	89379305	89379617	processed_pseudogene	Gm50204	-1
ENSMUSG00000104233	3	4371808	4372024	processed_pseudogene	Gm34023	1
ENSMUSG00000073514	18	89292424	89769528	protein_coding	Dok6	-1
ENSMUSG00000104054	3	4393870	4394299	processed_pseudogene	Gm38131	-1
ENSMUSG00000094586	6	89740766	89747645	protein_coding	Vmn1r41	1
ENSMUSG00000061371	10	82048123	82064745	protein_coding	Zfp873	1
ENSMUSG00000104073	3	4504831	4505069	processed_pseudogene	Gm37029	1
ENSMUSG00000109972	7	105076918	105078183	processed_pseudogene	Gm17989	1
ENSMUSG00000105730	5	64360514	64363631	lincRNA	Gm43838	1
ENSMUSG00000102998	3	4648675	4648794	processed_pseudogene	Gm37763	1
ENSMUSG00000110293	7	105078430	105080080	lincRNA	Gm45557	-1
ENSMUSG00000112373	10	82056108	82057239	processed_pseudogene	Gm18556	-1
ENSMUSG00000031609	8	57482707	57487860	protein_coding	Sap30	-1
ENSMUSG00000108344	6	72073052	72074153	processed_pseudogene	Gm8952	-1
ENSMUSG00000082532	5	123466509	123466886	processed_pseudogene	Rpl31-ps6	1
ENSMUSG00000108355	6	72087359	72087854	processed_pseudogene	Gm44604	-1
ENSMUSG00000091366	9	107292435	107297192	transcribed_processed_pseudogene	Gm17040	-1
ENSMUSG00000030214	6	136612070	136661928	protein_coding	Plbd1	-1
ENSMUSG00000032578	9	107296026	107302784	protein_coding	Cish	1
ENSMUSG00000008932	4	107968332	108013532	protein_coding	Slc1a7	1
ENSMUSG00000021076	12	70937857	70964718	protein_coding	Actr10	1
ENSMUSG00000050471	9	35216965	35267805	protein_coding	Fam118b	-1
ENSMUSG00000043131	6	83326016	83343776	protein_coding	Mob1a	1
ENSMUSG00000071721	X	95732586	95733265	lincRNA	1700010D01Rik	-1
ENSMUSG00000090047	18	89534603	89535061	processed_pseudogene	Gm16297	1
ENSMUSG00000089885	18	89534040	89534462	processed_pseudogene	Gm16296	-1
ENSMUSG00000000394	2	62474530	62483650	protein_coding	Gcg	-1
ENSMUSG00000020198	10	80706956	80742264	protein_coding	Ap3d1	-1
ENSMUSG00000035045	X	95711678	95932637	protein_coding	Zc3h12b	1
ENSMUSG00000108285	6	55154459	55167210	lincRNA	Gm34358	1
ENSMUSG00000002102	2	91054009	91066369	protein_coding	Psmc3	1
ENSMUSG00000090570	9	107300380	107301838	antisense	Gm17041	-1
ENSMUSG00000102281	12	114817099	114817526	IG_V_pseudogene	Ighv1-30	-1
ENSMUSG00000062204	11	52144593	52145528	protein_coding	Olfr1373	-1
ENSMUSG00000096649	12	114829264	114829697	IG_V_gene	Ighv1-31	-1
ENSMUSG00000032579	9	107327084	107338350	protein_coding	Hemk1	-1
ENSMUSG00000066900	5	117091680	117116113	protein_coding	Suds3	-1
ENSMUSG00000066150	4	62360727	62391769	protein_coding	Slc31a1	1
ENSMUSG00000105728	3	98030687	98035807	TEC	Gm42819	1
ENSMUSG00000025069	19	47865534	47886324	protein_coding	Gsto2	1
ENSMUSG00000117086	17	74327589	74327744	processed_pseudogene	Gm31328	-1
ENSMUSG00000117202	17	74329533	74329888	processed_pseudogene	Gm9349	-1
ENSMUSG00000039850	11	119491347	119511437	protein_coding	Endov	1
ENSMUSG00000021273	14	63145150	63179578	protein_coding	Fdft1	-1
ENSMUSG00000118382	17	30603105	30605211	transcribed_processed_pseudogene	Gm8373	1
ENSMUSG00000048148	8	72646711	72717876	protein_coding	Nwd1	1
ENSMUSG00000118281	17	30880471	30883429	lincRNA	Gm50242	1
ENSMUSG00000118169	17	30967683	30970005	antisense	Gm50249	-1
ENSMUSG00000107760	6	136620632	136623006	TEC	Gm44401	1
ENSMUSG00000117749	17	30607056	30608265	TEC	Gm50245	1
ENSMUSG00000042279	6	115944938	115950236	protein_coding	H1f8	1
ENSMUSG00000108709	6	72120213	72123197	antisense	4933431G14Rik	-1
ENSMUSG00000041849	15	5095981	5108539	protein_coding	Card6	-1
ENSMUSG00000117786	17	30920338	30963220	antisense	Gm10503	-1
ENSMUSG00000101823	6	72104201	72106813	TEC	Gm29438	1
ENSMUSG00000056091	6	72097592	72154571	protein_coding	St3gal5	1
ENSMUSG00000066149	4	62383654	62408642	protein_coding	Cdc26	-1
ENSMUSG00000117962	17	30395620	30396033	processed_pseudogene	Gm6402	-1
ENSMUSG00000118053	17	30591508	30591925	TEC	Gm50244	1
ENSMUSG00000105443	5	64383454	64386205	lincRNA	Gm43837	1
ENSMUSG00000107140	5	31926697	31927391	TEC	Gm43811	1
ENSMUSG00000024026	17	30584936	30626871	protein_coding	Glo1	-1
ENSMUSG00000096917	8	57488054	57508877	processed_transcript	2500002B13Rik	1
ENSMUSG00000112160	10	82083353	82111216	protein_coding	BC024063	1
ENSMUSG00000106918	5	31596935	31664384	protein_coding	Mrpl33	1
ENSMUSG00000100911	5	64454813	64467943	lincRNA	1700027F09Rik	-1
ENSMUSG00000105105	5	64433955	64473588	lincRNA	Gm31363	1
ENSMUSG00000078763	11	83116849	83122670	protein_coding	Slfn1	1
ENSMUSG00000105251	5	64468057	64469010	TEC	4930526M16Rik	1
ENSMUSG00000102144	9	107351276	107353986	lincRNA	4930429P21Rik	-1
ENSMUSG00000107165	5	74575947	74577276	TEC	Gm43747	1
ENSMUSG00000085657	5	74702598	74728605	antisense	Gm15984	1
ENSMUSG00000037977	9	107340602	107352422	protein_coding	6430571L13Rik	1
ENSMUSG00000078435	10	82128013	82153065	protein_coding	AU041133	1
ENSMUSG00000087430	2	31209470	31211347	antisense	Gm13405	-1
ENSMUSG00000111344	11	83124820	83125180	processed_pseudogene	Gm48467	-1
ENSMUSG00000021939	14	63122462	63145923	protein_coding	Ctsb	1
ENSMUSG00000112922	10	82157101	82160461	TEC	Gm47572	1
ENSMUSG00000000194	2	31152316	31218775	protein_coding	Gpr107	1
ENSMUSG00000029227	5	74535449	74598800	protein_coding	Fip1l1	1
ENSMUSG00000101617	1	71493737	71493814	processed_pseudogene	Gm6947	-1
ENSMUSG00000112847	10	82164247	82166784	TEC	Gm47573	1
ENSMUSG00000111168	11	83136724	83136817	processed_pseudogene	Gm48468	-1
ENSMUSG00000111480	11	83148412	83148505	processed_pseudogene	Gm48469	-1
ENSMUSG00000107850	6	136695005	136695283	processed_pseudogene	Gm4714	-1
ENSMUSG00000018479	11	85170404	85181145	protein_coding	1700125H20Rik	1
ENSMUSG00000108218	11	52154722	52168159	transcribed_unprocessed_pseudogene	Olfr1372-ps1	-1
ENSMUSG00000112110	10	82178235	82201488	lincRNA	Gm15608	1
ENSMUSG00000031671	8	95715881	95719010	protein_coding	Setd6	1
ENSMUSG00000110941	11	83160079	83160172	processed_pseudogene	Gm48477	-1
ENSMUSG00000049604	11	96194316	96197447	protein_coding	Hoxb13	1
ENSMUSG00000062931	10	82224850	82241280	protein_coding	Zfp938	-1
ENSMUSG00000003477	6	55170626	55175043	protein_coding	Inmt	-1
ENSMUSG00000037143	2	145934784	146215039	protein_coding	Cfap61	1
ENSMUSG00000111152	11	83171749	83171842	processed_pseudogene	Gm48490	-1
ENSMUSG00000111930	10	82266445	82266874	processed_pseudogene	Gm47382	-1
ENSMUSG00000044581	10	82282116	82316582	protein_coding	4932415D10Rik	-1
ENSMUSG00000108162	6	113352636	113355165	processed_pseudogene	Gm20589	-1
ENSMUSG00000081062	2	73809162	73809425	processed_pseudogene	Gm13640	1
ENSMUSG00000001281	15	102215995	102231944	protein_coding	Itgb7	-1
ENSMUSG00000086047	5	117115218	117118723	antisense	9530046B11Rik	1
ENSMUSG00000030327	6	122874474	122888941	protein_coding	Necap1	1
ENSMUSG00000000204	11	83175186	83190216	protein_coding	Slfn4	1
ENSMUSG00000102656	12	114835223	114835656	IG_V_pseudogene	Ighv1-32	-1
ENSMUSG00000060121	12	59013393	59028470	protein_coding	Gemin2	1
ENSMUSG00000081948	2	88640542	88648438	protein_coding	Olfr1191-ps1	1
ENSMUSG00000097686	5	37038164	37041646	antisense	Gm26647	-1
ENSMUSG00000117286	5	37085370	37229547	protein_coding	Gm1043	1
ENSMUSG00000111590	2	88648509	88659772	protein_coding	Olfr1192-ps1	1
ENSMUSG00000029415	5	92284010	92310479	protein_coding	Sdad1	-1
ENSMUSG00000105617	5	31596938	31701972	processed_transcript	Gm43809	1
ENSMUSG00000113373	5	37113784	37117473	protein_coding	Jakmip1	1
ENSMUSG00000102231	1	37299352	37299697	TEC	1700074A21Rik	-1
ENSMUSG00000117150	17	74332008	74332529	processed_pseudogene	Gm9351	-1
ENSMUSG00000107957	6	62630581	62630817	processed_pseudogene	Gm44088	1
ENSMUSG00000108745	7	65170642	65171897	processed_pseudogene	Gm17908	1
ENSMUSG00000108174	6	62756797	62757054	processed_pseudogene	Gm44092	1
ENSMUSG00000030246	6	142490249	142507957	protein_coding	Ldhb	-1
ENSMUSG00000108445	7	65173618	65174191	processed_pseudogene	Gm17918	-1
ENSMUSG00000027193	2	94411682	94438136	protein_coding	Api5	-1
ENSMUSG00000108587	7	65212814	65213429	lincRNA	1810049I09Rik	-1
ENSMUSG00000039954	18	43207583	43318682	protein_coding	Stk32a	1
ENSMUSG00000024068	17	74338987	74391115	protein_coding	Spast	1
ENSMUSG00000097772	5	100420842	100429535	lincRNA	5430416N02Rik	-1
ENSMUSG00000106554	5	107048836	107056042	lincRNA	Gm33474	1
ENSMUSG00000035614	12	64965804	65022573	protein_coding	Togaram1	1
ENSMUSG00000073255	X	30329772	30352645	protein_coding	Gm14632	1
ENSMUSG00000030607	7	79053483	79115099	protein_coding	Acan	1
ENSMUSG00000046643	1	173197808	173206336	protein_coding	Olfr218	1
ENSMUSG00000030865	7	122219496	122222824	protein_coding	Chp2	1
ENSMUSG00000083951	2	92233105	92233437	processed_pseudogene	Gm13786	1
ENSMUSG00000081730	2	92312154	92312843	processed_pseudogene	Gm13785	1
ENSMUSG00000087018	2	92054989	92059369	lincRNA	2900072N19Rik	-1
ENSMUSG00000049456	1	173212392	173218583	protein_coding	Olfr1404	1
ENSMUSG00000087197	2	92043373	92096042	lincRNA	Gm13780	-1
ENSMUSG00000009569	16	13256481	13417529	protein_coding	Mrtfb	1
ENSMUSG00000048578	5	115142981	115158179	protein_coding	Mlec	-1
ENSMUSG00000030316	6	115004381	115037876	protein_coding	Tamm41	-1
ENSMUSG00000085989	X	30373539	30422500	lincRNA	Gm7437	1
ENSMUSG00000058318	2	92093117	92364666	protein_coding	Phf21a	1
ENSMUSG00000085325	X	30587056	30621275	lincRNA	Gm14974	-1
ENSMUSG00000032735	18	61799392	61911824	protein_coding	Ablim3	-1
ENSMUSG00000008318	7	100845847	100863446	protein_coding	Relt	-1
ENSMUSG00000022210	14	55478758	55490340	protein_coding	Dhrs4	1
ENSMUSG00000021277	12	111166370	111267153	protein_coding	Traf3	1
ENSMUSG00000101599	1	63117118	63126837	lincRNA	Gm20342	1
ENSMUSG00000084385	2	103232538	103232964	processed_pseudogene	Gm13873	-1
ENSMUSG00000108708	7	122249302	122250025	processed_pseudogene	Gm29977	-1
ENSMUSG00000073411	17	35262730	35267499	protein_coding	H2-D1	1
ENSMUSG00000025968	1	63143596	63176833	protein_coding	Ndufs1	-1
ENSMUSG00000001288	15	102234938	102257517	protein_coding	Rarg	-1
ENSMUSG00000085781	16	45936323	45939279	antisense	Gm15640	1
ENSMUSG00000084865	10	114801726	114816831	antisense	Gm15723	1
ENSMUSG00000087141	16	45959263	46010218	protein_coding	Plcxd2	-1
ENSMUSG00000050663	10	114398821	114802307	protein_coding	Trhde	-1
ENSMUSG00000081476	2	94384502	94385098	processed_pseudogene	Itpa-ps1	-1
ENSMUSG00000045464	2	94406151	94411682	processed_transcript	2810002D19Rik	1
ENSMUSG00000044033	2	77009902	77170636	protein_coding	Ccdc141	-1
ENSMUSG00000075307	2	69670120	69684230	protein_coding	Klhl41	1
ENSMUSG00000113840	12	117723972	117724620	processed_pseudogene	Gm18955	1
ENSMUSG00000113575	12	117602039	117603763	sense_intronic	A930023M06Rik	1
ENSMUSG00000027194	2	94300767	94406689	protein_coding	Ttc17	-1
ENSMUSG00000070870	1	65048554	65051149	protein_coding	Cryge	-1
ENSMUSG00000085826	16	45945606	45971370	antisense	Gm15638	1
ENSMUSG00000024999	19	38788128	38819237	protein_coding	Noc3l	-1
ENSMUSG00000118284	17	30945893	30952761	lincRNA	Gm41562	1
ENSMUSG00000118341	17	30459502	30923831	processed_transcript	Gm50252	-1
ENSMUSG00000104491	3	45775933	45776191	processed_pseudogene	Gm32340	-1
ENSMUSG00000104511	3	46413402	46414120	processed_pseudogene	Gm18843	1
ENSMUSG00000099474	17	30622441	30626905	bidirectional_promoter_lncRNA	1700097N02Rik	-1
ENSMUSG00000090919	3	46442197	46448219	protein_coding	Pabpc4l	-1
ENSMUSG00000033027	6	129639064	129643337	protein_coding	Klrc3	-1
ENSMUSG00000118657	4	123307100	123307217	unprocessed_pseudogene	AL606917.1	-1
ENSMUSG00000109465	7	61882972	61883563	processed_pseudogene	Gm19032	1
ENSMUSG00000041907	1	42952872	43035456	protein_coding	Gpr45	1
ENSMUSG00000109394	7	61704519	61928690	lincRNA	A230057D06Rik	-1
ENSMUSG00000117725	17	30576300	30582594	antisense	Gm50240	1
ENSMUSG00000034871	4	106733889	106748292	protein_coding	Fam151a	1
ENSMUSG00000040857	7	25242561	25250761	protein_coding	Erf	-1
ENSMUSG00000033826	17	30624354	30877365	protein_coding	Dnah8	1
ENSMUSG00000097231	7	19382220	19392718	antisense	Gm26852	-1
ENSMUSG00000089934	10	114757747	114785104	antisense	4930473D10Rik	1
ENSMUSG00000040714	7	19394437	19404104	protein_coding	Klc3	-1
ENSMUSG00000001138	1	36511867	36528237	protein_coding	Cnnm3	1
ENSMUSG00000086447	2	52367063	52390307	antisense	Gm13522	1
ENSMUSG00000073650	1	74362108	74369321	protein_coding	Catip	1
ENSMUSG00000105352	5	64477008	64483967	lincRNA	C030018K13Rik	1
ENSMUSG00000039648	2	30185124	30205847	protein_coding	Kyat1	-1
ENSMUSG00000032726	4	123312645	123343252	protein_coding	Bmp8a	-1
ENSMUSG00000023210	2	25823153	25825537	protein_coding	Lcn9	1
ENSMUSG00000081158	2	52361630	52362495	processed_pseudogene	Gm13521	-1
ENSMUSG00000041841	15	5116645	5119140	protein_coding	Rpl37	1
ENSMUSG00000054717	8	57511907	57515999	protein_coding	Hmgb2	1
ENSMUSG00000083175	11	52188953	52189553	processed_pseudogene	Gm12206	1
ENSMUSG00000060170	11	52213052	52213987	protein_coding	Olfr1371	-1
ENSMUSG00000028878	4	132899213	132922558	protein_coding	Fam76a	-1
ENSMUSG00000079627	X	37668989	37673277	protein_coding	Rhox2h	-1
ENSMUSG00000030471	7	48789003	48827440	protein_coding	Zdhhc13	1
ENSMUSG00000062342	13	33249612	33260850	protein_coding	Serpinb9e	1
ENSMUSG00000081110	4	106774816	106775029	processed_pseudogene	Gm12745	1
ENSMUSG00000020993	12	59043092	59061472	protein_coding	Trappc6b	-1
ENSMUSG00000024130	17	24351950	24410201	protein_coding	Abca3	1
ENSMUSG00000034853	4	106744555	106804998	protein_coding	Acot11	-1
ENSMUSG00000106566	5	64558183	64558563	TEC	Gm43836	1
ENSMUSG00000104961	5	64563771	64563919	TEC	Gm43835	1
ENSMUSG00000106698	5	92290052	92302760	antisense	Gm43599	1
ENSMUSG00000104806	5	64564177	64564819	TEC	Gm42566	-1
ENSMUSG00000109899	8	57520157	57520886	processed_pseudogene	Gm6012	-1
ENSMUSG00000105402	5	64593857	64610700	lincRNA	Gm3716	-1
ENSMUSG00000087526	16	13354374	13468755	antisense	Gm15738	-1
ENSMUSG00000042638	6	136697284	136781765	protein_coding	Gucy2c	-1
ENSMUSG00000083193	12	111159850	111184491	protein_coding	4930595D18Rik	-1
ENSMUSG00000084207	2	139863297	139863724	processed_pseudogene	Gm14070	1
ENSMUSG00000102271	8	107119110	107119892	TEC	C630050I24Rik	1
ENSMUSG00000039033	2	139833480	140066805	protein_coding	Tasp1	-1
ENSMUSG00000052520	4	96628773	96664154	protein_coding	Cyp2j5	-1
ENSMUSG00000005339	1	173221284	173227214	protein_coding	Fcer1a	-1
ENSMUSG00000061863	1	55160747	55161053	processed_pseudogene	Gm6822	-1
ENSMUSG00000109857	16	13462546	13467237	processed_transcript	Gm32817	1
ENSMUSG00000038327	13	33324077	33335370	protein_coding	Serpinb9f	1
ENSMUSG00000002105	2	91061791	91070417	protein_coding	Slc39a13	-1
ENSMUSG00000035486	10	80356459	80365489	protein_coding	Plk5	1
ENSMUSG00000001151	10	76351263	76442786	protein_coding	Pcnt	-1
ENSMUSG00000060827	2	88675628	88681143	protein_coding	Olfr1193	1
ENSMUSG00000001767	2	145917479	145935014	protein_coding	Crnkl1	-1
ENSMUSG00000096539	X	30681894	30702935	unprocessed_pseudogene	Gm7438	1
ENSMUSG00000092444	17	35278176	35279414	transcribed_unprocessed_pseudogene	Gm18733	-1
ENSMUSG00000040543	11	72047528	72135778	protein_coding	Pitpnm3	-1
ENSMUSG00000075121	2	88681455	88689187	protein_coding	Olfr1195	-1
ENSMUSG00000059625	2	25842995	25847248	protein_coding	Sohlh1	-1
ENSMUSG00000076436	4	123321875	123323634	protein_coding	Oxct2a	-1
ENSMUSG00000092311	6	89789449	89790288	unprocessed_pseudogene	Vmn1r-ps26	1
ENSMUSG00000094759	X	30820542	30843469	protein_coding	Gm10487	-1
ENSMUSG00000032114	9	44396852	44402968	protein_coding	Slc37a4	1
ENSMUSG00000092237	6	89802827	89806102	transcribed_unprocessed_pseudogene	Vmn1r-ps27	-1
ENSMUSG00000084768	2	35224533	35226685	lincRNA	Gm13605	1
ENSMUSG00000018481	11	85187262	85235130	protein_coding	Appbp2	-1
ENSMUSG00000030606	7	79115102	79131018	protein_coding	Hapln3	-1
ENSMUSG00000113298	12	64980630	64982936	antisense	Gm48559	-1
ENSMUSG00000068231	6	89858934	89876413	protein_coding	Vmn1r43	-1
ENSMUSG00000108007	6	62820108	62820633	processed_pseudogene	Gm18540	1
ENSMUSG00000107854	6	62929146	62929476	unprocessed_pseudogene	Gm5001	1
ENSMUSG00000109317	7	48796302	48799409	TEC	Gm45041	1
ENSMUSG00000107072	5	90750525	90750838	processed_pseudogene	Gm43090	1
ENSMUSG00000068232	6	89842573	89876413	protein_coding	Vmn1r42	-1
ENSMUSG00000104111	1	160041701	160044331	lincRNA	Gm37294	-1
ENSMUSG00000046138	19	29714402	29805989	protein_coding	9930021J03Rik	-1
ENSMUSG00000028332	4	46393989	46413506	protein_coding	Hemgn	-1
ENSMUSG00000092438	17	35304206	35306317	unprocessed_pseudogene	Gm18734	-1
ENSMUSG00000104035	18	61934976	61935220	TEC	Gm37774	-1
ENSMUSG00000099827	1	9639255	9640582	lincRNA	Gm29520	-1
ENSMUSG00000104928	5	64635840	64637616	lincRNA	Gm42565	1
ENSMUSG00000105183	5	64635361	64637388	lincRNA	Gm42564	-1
ENSMUSG00000085858	5	77116810	77122348	lincRNA	Gm15831	-1
ENSMUSG00000095754	X	31253603	31255454	protein_coding	Spin2f	1
ENSMUSG00000116962	16	62601383	62602481	processed_pseudogene	Gm19000	1
ENSMUSG00000093447	3	64163390	64163638	processed_pseudogene	Gm5139	1
ENSMUSG00000106783	5	77138471	77140252	lincRNA	Chaer1	-1
ENSMUSG00000085783	16	62717037	62718450	processed_pseudogene	Gm9816	1
ENSMUSG00000026058	1	32172714	32658568	protein_coding	Khdrbs2	1
ENSMUSG00000087667	2	28562197	28576698	antisense	Gm13381	1
